section,finding_title,figures,claim,source_file,how_to_check
Section 2: The Numbers,Problems in the community,49.4%,Problems in the community: Language or content that made me or others feel unwelcome or excluded,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,AI use at work,55.9%,AI use at work: Writing / reviewing code,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,AI use at work,55.9%,AI use at work: Research or learning,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,AI use at work,45.5%,AI use at work: Writing / editing content,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,AI use at work,36.4%,AI use at work: Internal / external communications,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,AI use at work,30.4%,AI use at work: Design or image generation,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,AI use at work,26.5%,AI use at work: Bespoke plugin/theme development for yourself/your work,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,AI use at work,24.6%,AI use at work: Project management,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,AI use at work,21.3%,AI use at work: Bespoke plugin/theme development for clients,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,AI use at work,17.9%,AI use at work: Commercial product development (plugins or themes),aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,Sentiment toward AI in WordPress,3.9%,Sentiment toward AI in WordPress: Very positive,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,Sentiment toward AI in WordPress,13.0%,Sentiment toward AI in WordPress: Positive,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,Sentiment toward AI in WordPress,33.2%,Sentiment toward AI in WordPress: Neutral / Unsure,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,Sentiment toward AI in WordPress,13.5%,Sentiment toward AI in WordPress: Negative,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,Sentiment toward AI in WordPress,36.4%,Sentiment toward AI in WordPress: Very negative,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,Relationship to official WordPress events,21.1%,Relationship to official WordPress events: Attend multiple times per year,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,Relationship to official WordPress events,20.9%,Relationship to official WordPress events: Attend annually or occasionally,aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,Relationship to official WordPress events,21.8%,"Relationship to official WordPress events: Used to attend, no longer do",aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,Relationship to official WordPress events,6.5%,"Relationship to official WordPress events: Never attended, would like to",aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,Relationship to official WordPress events,27.8%,"Relationship to official WordPress events: Never attended, not interested",aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
Section 2: The Numbers,Relationship to official WordPress events,1.9%,Relationship to official WordPress events: Other (described in free text),aggregates/per-question-tallies.csv,question_number for the item; importance+ = sum of Important and Very Important
F01,81.7% of respondents are positive about open source. 32.7% say the same about WordPress.,81.7% | 32.7%,81.7% of respondents are positive about open source. 32.7% say the same about WordPress.,aggregates/net-sentiment-by-segment.csv; aggregates/per-question-tallies.csv,"measure = 'WordPress now' / 'Open source software'; group = All respondents. Open source matrix means: per-question-tallies, question 62"
F01,81.7% of respondents are positive about open source. 32.7% say the same about WordPress.,81.7% | 32.7% | 3.9% | 38.1% | 1.29,"81.7% of respondents are positive about open source software. 32.7% are positive about the WordPress open source project. The mirror image is starker still: 3.9% are negative about open source, against 38.1% who are negative about WordPress. In net terms that is +78 against −5 — a gap of 1.29 points on the same five-point scale, asked in the same survey, of the same people. It is the clearest stru",aggregates/net-sentiment-by-segment.csv; aggregates/per-question-tallies.csv,"measure = 'WordPress now' / 'Open source software'; group = All respondents. Open source matrix means: per-question-tallies, question 62"
F01,81.7% of respondents are positive about open source. 32.7% say the same about WordPress.,50.1% | 27.8%,"Half of all respondents (50.1%) are positive about open source while being neutral or negative about WordPress. 27.8% are positive about open source and outright negative about WordPress. The two feelings are not tracking each other, and over the past 24 months they moved at very different speeds.",aggregates/net-sentiment-by-segment.csv; aggregates/per-question-tallies.csv,"measure = 'WordPress now' / 'Open source software'; group = All respondents. Open source matrix means: per-question-tallies, question 62"
F01,81.7% of respondents are positive about open source. 32.7% say the same about WordPress.,4.64,Contributes to open source elsewhere 228 −18 −28 4.64,aggregates/net-sentiment-by-segment.csv; aggregates/per-question-tallies.csv,"measure = 'WordPress now' / 'Open source software'; group = All respondents. Open source matrix means: per-question-tallies, question 62"
F01,81.7% of respondents are positive about open source. 32.7% say the same about WordPress.,4.36,Does not 203 +9 +1 4.36,aggregates/net-sentiment-by-segment.csv; aggregates/per-question-tallies.csv,"measure = 'WordPress now' / 'Open source software'; group = All respondents. Open source matrix means: per-question-tallies, question 62"
F01,81.7% of respondents are positive about open source. 32.7% say the same about WordPress.,4.61,Volunteers outside WordPress and open source 251 −12 −24 4.61,aggregates/net-sentiment-by-segment.csv; aggregates/per-question-tallies.csv,"measure = 'WordPress now' / 'Open source software'; group = All respondents. Open source matrix means: per-question-tallies, question 62"
F01,81.7% of respondents are positive about open source. 32.7% say the same about WordPress.,4.37,Does not 180 +4 −2 4.37,aggregates/net-sentiment-by-segment.csv; aggregates/per-question-tallies.csv,"measure = 'WordPress now' / 'Open source software'; group = All respondents. Open source matrix means: per-question-tallies, question 62"
F01,81.7% of respondents are positive about open source. 32.7% say the same about WordPress.,p = .0002,"Contributes elsewhere: p = .0002 on present sentiment, p",aggregates/net-sentiment-by-segment.csv; aggregates/per-question-tallies.csv,"measure = 'WordPress now' / 'Open source software'; group = All respondents. Open source matrix means: per-question-tallies, question 62"
F01,81.7% of respondents are positive about open source. 32.7% say the same about WordPress.,52.9% | 4.64,"52.9% of respondents contribute to open source projects outside WordPress. That group rates “open source values” as important at 4.64. They rate WordPress's future 29 points lower. Whatever has happened here, it has not made these people care less about open source. It has made them care less about this project.",aggregates/net-sentiment-by-segment.csv; aggregates/per-question-tallies.csv,"measure = 'WordPress now' / 'Open source software'; group = All respondents. Open source matrix means: per-question-tallies, question 62"
F01,81.7% of respondents are positive about open source. 32.7% say the same about WordPress.,4.59 | 4.58 | 4.51,"The survey's open source importance battery says it from a third angle. Four of its five items sit at the top of the scale and barely separate: open source software 4.59, the sustainability of open source projects 4.58, open source values 4.51, and open source in WordPress 4.51. Respondents are not withdrawing their commitment to open source in WordPress as a principle. They rate it exactly as hig",aggregates/net-sentiment-by-segment.csv; aggregates/per-question-tallies.csv,"measure = 'WordPress now' / 'Open source software'; group = All respondents. Open source matrix means: per-question-tallies, question 62"
F01,81.7% of respondents are positive about open source. 32.7% say the same about WordPress.,3.24,"The fifth item in that battery, open source in AI , scores 3.24 — the sharpest single break anywhere in the survey, and one that belongs to the AI findings rather than this one.",aggregates/net-sentiment-by-segment.csv; aggregates/per-question-tallies.csv,"measure = 'WordPress now' / 'Open source software'; group = All respondents. Open source matrix means: per-question-tallies, question 62"
F02,77.3% of respondents feel differently toward WordPress than they did two years ago. 95.5% of them feel worse.,77.3% | 95.5%,77.3% of respondents feel differently toward WordPress than they did two years ago. 95.5% of them feel worse.,aggregates/per-question-tallies.csv; crosstabs/crosstabs.csv,"question = 'Sentiment toward WordPress changed' (gate-consistent base 333; see METHODOLOGY, Change in sentiment)"
F02,77.3% of respondents feel differently toward WordPress than they did two years ago. 95.5% of them feel worse.,77.3% | 95.5% | 4.5% | 73.8%,"We asked whether feelings about the WordPress open source project had changed over the past 24 months, and then in which direction. 77.3% said their feelings had changed. Of those, 95.5% said they had changed for the worse and 4.5% said for the better — a ratio of twenty-one to one, and 73.8% of everyone who took the survey.",aggregates/per-question-tallies.csv; crosstabs/crosstabs.csv,"question = 'Sentiment toward WordPress changed' (gate-consistent base 333; see METHODOLOGY, Change in sentiment)"
F02,77.3% of respondents feel differently toward WordPress than they did two years ago. 95.5% of them feel worse.,85.4% | 69.2%,People who do not use AI in their work soured more — 85.4% against 69.2% of AI users (p,aggregates/per-question-tallies.csv; crosstabs/crosstabs.csv,"question = 'Sentiment toward WordPress changed' (gate-consistent base 333; see METHODOLOGY, Change in sentiment)"
F02,77.3% of respondents feel differently toward WordPress than they did two years ago. 95.5% of them feel worse.,86.2% | 64.3% | p = .010,"Lapsed event attendees soured most of any group defined by behaviour — 86.2%, against 64.3% of those who have never attended but would like to (p = .010).",aggregates/per-question-tallies.csv; crosstabs/crosstabs.csv,"question = 'Sentiment toward WordPress changed' (gate-consistent base 333; see METHODOLOGY, Change in sentiment)"
F02,77.3% of respondents feel differently toward WordPress than they did two years ago. 95.5% of them feel worse.,85.1% | 64.7% | p = .008,"Indirectly paid contributors soured more than either the paid or the unpaid — 85.1%, against 64.7% of those paid directly (p = .008). These are the people who participate in WordPress for work but are not required to: the discretionary professionals, and the group with the least holding them in place.",aggregates/per-question-tallies.csv; crosstabs/crosstabs.csv,"question = 'Sentiment toward WordPress changed' (gate-consistent base 333; see METHODOLOGY, Change in sentiment)"
F02,77.3% of respondents feel differently toward WordPress than they did two years ago. 95.5% of them feel worse.,54.5% | 78.9% | p = .038,"The very active soured least — 54.5%, against 78.9% of the moderately active (p = .038). Note that this is not a straight line from disengaged to engaged. The moderately active soured more than anyone; it is only at the very top of the engagement scale that the rate drops.",aggregates/per-question-tallies.csv; crosstabs/crosstabs.csv,"question = 'Sentiment toward WordPress changed' (gate-consistent base 333; see METHODOLOGY, Change in sentiment)"
F02,77.3% of respondents feel differently toward WordPress than they did two years ago. 95.5% of them feel worse.,41.8% | 54.5%,"Souring is not the same as leaving, and it is not the same as being negative today. Among respondents who describe themselves as positive about the project right now, 41.8% say they feel worse than they did two years ago. Among the most active participants in the survey — the people organising meetups, reviewing patches, running WordCamps — 54.5% report the same, the lowest rate of any group we me",aggregates/per-question-tallies.csv; crosstabs/crosstabs.csv,"question = 'Sentiment toward WordPress changed' (gate-consistent base 333; see METHODOLOGY, Change in sentiment)"
F03,Three in four respondents are negative or unsure about WordPress’s future — but almost all of them are still here,39.0% | 36.7% | 75.6% | 24.4%,"Asked how they feel about the future of the WordPress open source project, 39.0% said negative or very negative and 36.7% said neutral or unsure — 75.6% of the survey between them. 24.4% were positive.",aggregates/net-sentiment-by-segment.csv,measure = 'WordPress future'; group = All respondents and named segments
F03,Three in four respondents are negative or unsure about WordPress’s future — but almost all of them are still here,62.6% | 22.5% | 14.8%,The same thing shows up respondent by respondent. 62.6% give the future exactly the rating they give the present. 22.5% rate it lower. 14.8% rate it higher. This is not a community that has decided the project is finished. It is a community that has stopped being able to predict it.,aggregates/net-sentiment-by-segment.csv,measure = 'WordPress future'; group = All respondents and named segments
F03,Three in four respondents are negative or unsure about WordPress’s future — but almost all of them are still here,79.7%,"The neutral bloc is not disengaged. Of those unsure about the future, 79.7% say their feelings about the project soured over the past 24 months. Something moved them; they just cannot say where it has landed. They are spread evenly across participation level, pay status and tenure — this is not a pocket of the community, it is a state a quarter of it is in.",aggregates/net-sentiment-by-segment.csv,measure = 'WordPress future'; group = All respondents and named segments
F03,Three in four respondents are negative or unsure about WordPress’s future — but almost all of them are still here,39.0% | 36.7%,Negative about the future (39.0% of respondents) Unsure about the future (36.7%),aggregates/net-sentiment-by-segment.csv,measure = 'WordPress future'; group = All respondents and named segments
F03,Three in four respondents are negative or unsure about WordPress’s future — but almost all of them are still here,89.9% | 94.9%,Still use the WordPress software 89.9% 94.9%,aggregates/net-sentiment-by-segment.csv,measure = 'WordPress future'; group = All respondents and named segments
F03,Three in four respondents are negative or unsure about WordPress’s future — but almost all of them are still here,89.9% | 94.9%,Rate the WordPress software important to them 89.9% 94.9%,aggregates/net-sentiment-by-segment.csv,measure = 'WordPress future'; group = All respondents and named segments
F03,Three in four respondents are negative or unsure about WordPress’s future — but almost all of them are still here,73.2% | 79.1%,Still follow project updates and discussion 73.2% 79.1%,aggregates/net-sentiment-by-segment.csv,measure = 'WordPress future'; group = All respondents and named segments
F03,Three in four respondents are negative or unsure about WordPress’s future — but almost all of them are still here,78.0% | 82.9%,Still participate at some level 78.0% 82.9%,aggregates/net-sentiment-by-segment.csv,measure = 'WordPress future'; group = All respondents and named segments
F03,Three in four respondents are negative or unsure about WordPress’s future — but almost all of them are still here,54.8% | 63.9%,Generate income using WordPress 54.8% 63.9%,aggregates/net-sentiment-by-segment.csv,measure = 'WordPress future'; group = All respondents and named segments
F03,Three in four respondents are negative or unsure about WordPress’s future — but almost all of them are still here,59.5% | 74.1%,Still identify as members of the community 59.5% 74.1%,aggregates/net-sentiment-by-segment.csv,measure = 'WordPress future'; group = All respondents and named segments
F04,Governance and leadership is the problem the community reports most,37.4% | 73.3% | 26.7%,"We asked whether respondents had personally experienced or witnessed seven kinds of problem in the WordPress community. Problems with project leadership or governance came top on every measure: 37.4% had experienced them personally, 73.3% had experienced or witnessed them, and only 26.7% had encountered them neither way — the lowest untouched figure of the seven.",aggregates/community-issues-by-segment.csv; aggregates/per-question-tallies.csv,"group = All respondents for the headline shares; importance means from per-question-tallies, question 34"
F04,Governance and leadership is the problem the community reports most,56%,"The seven issues were asked as separate items, and it would be reasonable to read them as seven separate problems. The people answering did not read them that way. Given an open field to name anything else they had experienced or witnessed, 56% of those who wrote something named the project's leadership, Automattic, or management — not a category of behaviour, but a source of it.",aggregates/community-issues-by-segment.csv; aggregates/per-question-tallies.csv,"group = All respondents for the headline shares; importance means from per-question-tallies, question 34"
F04,Governance and leadership is the problem the community reports most,4.17 | 76.6% | 4.13 | 4.04,"Of thirteen aspects of the project we asked respondents to rate, WordPress governance ranks fifth at 4.17 out of 5, with 76.6% calling it important. It sits above the WordPress community itself (4.13) and above WordPress leadership (4.04), behind only security, the software, web standards and open source values.",aggregates/community-issues-by-segment.csv; aggregates/per-question-tallies.csv,"group = All respondents for the headline shares; importance means from per-question-tallies, question 34"
F04,Governance and leadership is the problem the community reports most,3.85 | 66.4%,"It carries weight in decisions too. Asked what matters when deciding whether to participate in the project at all, project governance and policies scores 3.85, with 66.4% calling it important — ahead of the project roadmap, mentorship, and financial incentives.",aggregates/community-issues-by-segment.csv; aggregates/per-question-tallies.csv,"group = All respondents for the headline shares; importance means from per-question-tallies, question 34"
F04,Governance and leadership is the problem the community reports most,50.0%,Moderately active 50.0%,aggregates/community-issues-by-segment.csv; aggregates/per-question-tallies.csv,"group = All respondents for the headline shares; importance means from per-question-tallies, question 34"
F04,Governance and leadership is the problem the community reports most,41.0%,Occasional 41.0%,aggregates/community-issues-by-segment.csv; aggregates/per-question-tallies.csv,"group = All respondents for the headline shares; importance means from per-question-tallies, question 34"
F04,Governance and leadership is the problem the community reports most,37.1%,Observational only 37.1%,aggregates/community-issues-by-segment.csv; aggregates/per-question-tallies.csv,"group = All respondents for the headline shares; importance means from per-question-tallies, question 34"
F04,Governance and leadership is the problem the community reports most,31.4%,Inactive 31.4%,aggregates/community-issues-by-segment.csv; aggregates/per-question-tallies.csv,"group = All respondents for the headline shares; importance means from per-question-tallies, question 34"
F04,Governance and leadership is the problem the community reports most,25.0%,Very active 25.0%,aggregates/community-issues-by-segment.csv; aggregates/per-question-tallies.csv,"group = All respondents for the headline shares; importance means from per-question-tallies, question 34"
F04,Governance and leadership is the problem the community reports most,17.1%,Do not participate 17.1%,aggregates/community-issues-by-segment.csv; aggregates/per-question-tallies.csv,"group = All respondents for the headline shares; importance means from per-question-tallies, question 34"
F04,Governance and leadership is the problem the community reports most,p = .008,p = .008. All other segment comparisons on this item are not significant.,aggregates/community-issues-by-segment.csv; aggregates/per-question-tallies.csv,"group = All respondents for the headline shares; importance means from per-question-tallies, question 34"
F04,Governance and leadership is the problem the community reports most,19 respondents | 47.4%,"19 respondents say they filed a code of conduct report. 14 of them say it was not resolved. Six say it was resolved; one respondent indicates both, presumably from separate reports. These are small numbers and we report them as counts rather than percentages, but they are the only direct evidence the survey collected about whether the community’s formal complaint process works. Respondents who fil",aggregates/community-issues-by-segment.csv; aggregates/per-question-tallies.csv,"group = All respondents for the headline shares; importance means from per-question-tallies, question 34"
F04,Governance and leadership is the problem the community reports most,37.4% | 73.3%,Governance and leadership is the only problem in the list that more respondents attribute to the project than to individuals. 37.4% report experiencing it personally and 73.3% report experiencing or witnessing it — the highest of the eight items on both measures.,aggregates/community-issues-by-segment.csv; aggregates/per-question-tallies.csv,"group = All respondents for the headline shares; importance means from per-question-tallies, question 34"
F04,Governance and leadership is the problem the community reports most,76.6% | 73.8% | 66.4% | 67.3%,"People say governance matters to them more than they say it drives their participation. 76.6% rate WordPress governance an important aspect of the project and 73.8% say the same of leadership. Asked instead what they weigh when deciding whether to participate, governance drops to 66.4% and leadership to 67.3%. Both remain in the top five of fourteen factors.",aggregates/community-issues-by-segment.csv; aggregates/per-question-tallies.csv,"group = All respondents for the headline shares; importance means from per-question-tallies, question 34"
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",38.7% | 15.1% | 16.9%,"Over the past 24 months, 38.7% of respondents decreased their participation in the WordPress community and 15.1% increased it — a contraction of roughly two and a half to one. 16.9% describe the decrease as significant.",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",47.5% | 30.8% | p = .005,"Length of time in the community is the demographic that predicts this. 47.5% of respondents with ten or more years behind them have reduced their participation, against 30.8% of everyone with less (p = .005).",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",431 respondents,"Tenure is measured for 364 of the 431 respondents. The survey asked current community members how long they have been part of it, and asked people who once considered themselves members but no longer do how long they were — the same six answer options in both cases. We combine the two. The remaining respondents say they have never considered themselves community members, and were not asked. An ear",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",37.1% | 38.7% | 41.8% | p = .82,"Pay status looks irrelevant at first: 37.1% of directly paid contributors decreased their participation, against 38.7% of unpaid ones and 41.8% of the indirectly paid. No meaningful difference (p = .82).",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",26.7% | 8.5%,"The difference is entirely on the other side of the ledger. 26.7% of directly paid contributors increased their participation, against 8.5% of unpaid contributors — more than three times the rate, and strongly significant (p",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",p = .98,Here is the difficult part. Tenure predicts participation change. It does not predict sentiment at all (p = .98).,crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",2.93 | 2.92 | 45.2%,"Respondents with 15 or more years in the community rate the project at 2.93 out of 5 today, against 2.92 for everyone else. The two numbers are indistinguishable. Ask them how they feel and they look exactly average. Ask what they are doing and 45.2% have cut back.",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",2.39 | 3.39,"The aggregate hides a split inside the group. Among respondents with a decade or more who reduced their participation, sentiment is 2.39. Among those who did not, it is 3.39 (p",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",2.10 | 3.16 | 3.71,"Across the whole survey the link between doing less and feeling worse is strong — respondents who significantly decreased their participation rate the project at 2.10, against 3.16 for those who report no change and 3.71 for those who significantly increased it. But that signal only appears if you segment by behaviour . Segment by tenure, which is what most community research does, and it disappea",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",84.9%,"The survey asked separately whether respondents had experienced or witnessed any of eight community problems — hostility, dismissiveness, harassment, contributions rejected without explanation, problems with leadership or governance, and others. 84.9% said yes to at least one. Everyone who did was then asked what followed.",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",49.7% | 37.2% | 25.7% | 17.8% | 29.2%,"49.7% of them changed their behaviour: 37.2% stepped back from community participation generally, 25.7% moved their activity to other channels, and 17.8% stopped contributing to a particular project or team. A further 29.2% said their participation did not change but that it changed how they feel about participating. 25.7% said nothing changed at all.",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",61.5% | 42.2%,"Taken together, 61.5% of all respondents say something they experienced or witnessed in the community changed how they participate or how they feel about participating. 42.2% of all respondents changed what they actually do.",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",27.6% | 2.92,None — witnessed only 27.6% 2.92,crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",46.8% | 2.97,One 46.8% 2.97,crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",59.2% | 2.63,Two 59.2% 2.63,crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",72.6% | 2.50,Three or more 72.6% 2.50,crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",9.5% | 43.2% | 38.8% | p = .001 | 38.1%,"The most active participants absorb it rather than leaving. Among respondents who describe themselves as very active, 9.5% stepped back from community participation after experiencing problems, against 43.2% of observational participants and 38.8% of occasional ones (p = .001). But 38.1% of them say it changed how they feel about participating while they carried on, one of the highest rates of any",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",2.57 | 3.33,"Sentiment tracks the response, not the exposure. Respondents who changed something rate the project at 2.57. Those who saw problems and say nothing changed for them rate it at 3.33.",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F05,"Participation is contracting, and the people stepping back have been in the community more than a decade",25.7%,25.7% moved their activity to other channels rather than reducing it. Some of the contraction in official participation is displacement into unofficial spaces rather than withdrawal from WordPress work.,crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Participation level' and 'Tenure (combined)'; question = 'Change in participation'
F06,Half the people doing community work don’t consider themselves contributors,54.3% | 42.0%,"The survey asked respondents what work they do, and separately whether they consider themselves a contributor to the WordPress open source project. 54.3% report doing some form of contribution work. Only 42.0% will claim the word. The shortfall is not spread evenly. It sits almost entirely on people whose contribution is community work.",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Contribution type'; question = 'Considers self a contributor'
F06,Half the people doing community work don’t consider themselves contributors,16.3% | 25.7%,"Mostly, but not always. 16.3% of respondents who do code work still do not call themselves contributors, and among those doing code or project work without any community work, 25.7% sit on neutral. Even the clearest case leaves a quarter of people unsure.",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Contribution type'; question = 'Considers self a contributor'
F06,Half the people doing community work don’t consider themselves contributors,55.2% | 54.7% | 44.8%,"And the community does not believe that contribution means code. Among respondents who do claim the contributor label, the forms of contribution they name are led by code/programming at 55.2% — but events (54.7%) and community participation (54.7%) are named just as often, and 44.8% of self-identified contributors report no code work at all. Non-code contribution is accepted in principle by the pe",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Contribution type'; question = 'Considers self a contributor'
F06,Half the people doing community work don’t consider themselves contributors,20.2%,"Within the 20.2% of respondents whose contribution is community work only, we tested every segment the survey supports. Almost all of them come back flat.",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Contribution type'; question = 'Considers self a contributor'
F06,Half the people doing community work don’t consider themselves contributors,50.0% | 45.8%,Gender 50.0% male · 45.8% female .92,crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Contribution type'; question = 'Considers self a contributor'
F06,Half the people doing community work don’t consider themselves contributors,44.4% | 58.1%,Years in the community 44.4% – 58.1% .58,crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Contribution type'; question = 'Considers self a contributor'
F06,Half the people doing community work don’t consider themselves contributors,42.2% | 55.6%,Whether they are paid 42.2% unpaid · 55.6% directly paid .50,crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Contribution type'; question = 'Considers self a contributor'
F06,Half the people doing community work don’t consider themselves contributors,57.6% | 42.6%,Participation in Make WordPress 57.6% in · 42.6% not .26,crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Contribution type'; question = 'Considers self a contributor'
F06,Half the people doing community work don’t consider themselves contributors,55.3% | 42.9%,Participation on WordPress.org 55.3% in · 42.9% not .35,crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Contribution type'; question = 'Considers self a contributor'
F06,Half the people doing community work don’t consider themselves contributors,49.1% | 46.7% | 1.00,Attendance at official WordPress events 49.1% in · 46.7% not 1.00,crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Contribution type'; question = 'Considers self a contributor'
F06,Half the people doing community work don’t consider themselves contributors,41.7% | 63.6%,Work role 41.7% – 63.6% .26,crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Contribution type'; question = 'Considers self a contributor'
F06,Half the people doing community work don’t consider themselves contributors,43.2% | 69.2%,How active they say they are 43.2% – 69.2% .27,crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Contribution type'; question = 'Considers self a contributor'
F06,Half the people doing community work don’t consider themselves contributors,p = .02 | 25.9% | 58.8% | p = .74,"One variable does register. Age comes back at p = .02 within this group, driven by respondents aged 35–44, who claim the label 25.9% of the time against 58.8% of those aged 45–54. We report it because we said we would report what we found, but we do not think it is real: it is one hit across nine tests on a fifth of the sample, it is exactly what chance produces at that rate, and it does not reapp",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Contribution type'; question = 'Considers self a contributor'
F06,Half the people doing community work don’t consider themselves contributors,97.7% | 11.4% | 15 respondents,"This is not confined to the periphery. 97.7% of respondents who describe themselves as very active participants do contribution work — and 11.4% of them still do not call themselves contributors. Among very active participants whose contribution is community work only, the claim rate falls to roughly two in three — though that cell falls below our minimum reporting threshold of 15 respondents and ",crosstabs/crosstabs.csv; significance-register.csv,segment_variable = 'Contribution type'; question = 'Considers self a contributor'
